"","site","latitude","longitude","N","npp.mean","npp.sd","npp.cv"
"675","216_353378",49.21309,-89.01596,11,5861.45454545455,436.919297728165,0.0745411048298563
"676","216_353392",49.58327,-86.9032,11,6005.90909090909,503.577691035942,0.0838470385437882
"677","216_354105",49.11073,-89.35669,11,6861.36363636364,569.994433784624,0.0830730542779843
"678","216_354106",49.13023,-89.21971,11,4940.72727272727,530.03982697701,0.10727971768505
"679","216_354107",49.15577,-89.07323,11,6651.36363636364,517.281987455058,0.0777708174947808
"680","216_354109",49.2274,-88.76126,11,6302.63636363636,371.369431355698,0.058922871308005
"681","216_355597",49.74951,-84.40135,11,5897.63636363636,708.801562177634,0.120184005671825
"682","216_355601",49.84095,-83.75512,11,5085.81818181818,545.336193220626,0.107226836218842
"683","216_357024",48.8606,-89.13389,11,6687.63636363636,385.200278485692,0.0575988671543501
"684","216_357031",49.00296,-88.15177,11,7143.54545454545,467.887671057138,0.0654979623261752
"685","216_357751",48.68379,-89.5093,11,6252.18181818182,642.539931550066,0.102770512796271
"686","216_357799",49.84152,-82.30915,11,4908.63636363636,496.159908240735,0.101078970101826
"687","216_357803",49.92444,-81.65262,11,5369.45454545455,503.356208591165,0.0937443839648994
"688","216_358509",49.32593,-85.24798,11,6016.36363636364,700.171160892431,0.116377799483481
"689","216_359239",49.24687,-85.14179,11,5958.27272727273,630.158724593906,0.105761980600433
"690","216_359240",49.25139,-85.01625,11,5286.45454545455,703.767200661748,0.133126501819044
"691","216_359944",48.54314,-88.75142,11,6999.18181818182,609.313846581845,0.0870550104869438
"692","216_359971",49.23117,-84.7923,11,5644.09090909091,624.138519007673,0.110582648128926
"693","216_360674",48.49787,-88.7146,11,8250.63636363636,568.679571063929,0.0689255405280388
"694","216_360700",49.14767,-84.83965,11,5858.81818181818,565.072529536133,0.096448210543508
"695","216_360701",49.14091,-84.71065,11,5961,593.004890367693,0.0994807734218576
"696","216_361403",48.40223,-88.7795,11,7752.63636363636,707.625504448119,0.091275466984009
"697","216_361418",48.77717,-86.57384,11,7171.45454545455,814.568151063662,0.113584788957487
"698","216_362132",48.35367,-88.81322,11,7942.27272727273,740.45406216849,0.0932294933194459
"699","216_365072",48.53925,-85.57417,11,6559.72727272727,672.886185161962,0.102578378213917
"700","216_365832",49.16467,-80.88827,11,5237.54545454545,422.91449812849,0.0807466974365749
"701","216_366532",48.43012,-85.36635,11,6211.90909090909,687.428171454364,0.110662947798188
"702","216_366562",49.11273,-80.83371,11,5216.63636363636,375.509326842163,0.0719830367053621
"703","216_368727",48.31792,-84.36411,11,6368.81818181818,751.671313564888,0.118023672855157
"704","216_370912",48.02217,-84.8378,11,6974.54545454545,946.711610115389,0.135738108853875
"705","216_374569",47.86363,-83.4134,11,6338.72727272727,649.326434223818,0.102437982624301
"706","216_374586",48.26958,-80.83801,11,6026.81818181818,484.946557505426,0.080464773098419
"707","216_374587",48.29113,-80.70585,11,4940.18181818182,441.066166959521,0.0892813631547372
"708","216_374592",48.38271,-79.89563,11,6145.54545454545,438.103267195387,0.0712879386273762
"709","216_374593",48.39958,-79.81588,11,6008.72727272727,476.916992968187,0.0793707171788015
"710","216_375322",48.31941,-79.86187,11,5779,491.965445941074,0.0851298574045811
"711","216_376027",47.68993,-83.53688,11,6533.90909090909,690.100348434263,0.105618296617323
"712","216_376028",47.70326,-83.4373,11,6392.18181818182,538.82999511568,0.0842951609391086
"713","216_376052",48.26088,-79.83193,11,5559.27272727273,455.53838277561,0.0819420821973396
"714","216_378208",47.28632,-84.56038,11,6763.63636363636,723.968130890756,0.10703829892202
"715","216_379683",47.51748,-82.21931,11,6612,442.272088199109,0.0668893055352554
"716","216_381147",47.46315,-81.52113,11,6453.81818181818,484.314323179032,0.0750430690073438
"717","216_383315",46.7552,-84.49805,11,6170.81818181818,598.358390629198,0.0969658111775538
"718","216_385503",46.51636,-84.50491,11,7279.72727272727,511.779071652816,0.0703019567189202
"719","216_386984",46.86058,-81.333,11,6882.36363636364,522.87766690255,0.0759735600339214
"720","216_386985",46.88318,-81.1871,11,6558.27272727273,421.852365386065,0.0643236996887584
"721","216_387696",46.37688,-83.84286,11,6763.18181818182,545.265956792063,0.0806226967499521
"722","216_387713",46.80652,-81.41207,11,6484.54545454545,493.600721967941,0.0761195561705783
"723","216_387720",46.93253,-80.38277,11,6694.72727272727,379.609823610794,0.0567028062752062
"724","216_388430",46.41504,-83.21487,11,6789.36363636364,465.98289082911,0.0686342514242895
"725","216_388450",46.85321,-80.314,11,6756.09090909091,480.262106468011,0.0710857969394367
"726","216_389162",46.38156,-82.83034,11,7016.90909090909,484.271711861317,0.069014961657224
"727","216_389163",46.40271,-82.71867,11,6815.63636363636,435.651299258311,0.0639193871290805
"728","216_389183",46.86632,-79.80603,11,6767.27272727273,368.827897781361,0.0545017044007922
"729","216_389884",46.13412,-83.90943,11,8272.72727272727,623.107870421983,0.0753207315894704
"730","216_389908",46.70182,-80.47042,11,5891.36363636364,367.798116560505,0.0624300483321588
"731","216_391358",46.32348,-81.72882,11,6489.18181818182,406.688533937661,0.0626717736276357
"732","216_391367",46.55328,-80.41756,11,6412.45454545455,351.430893245418,0.0548044264102472
"733","216_391375",46.74825,-79.28467,11,6427.90909090909,410.222489521346,0.0638189625459262
"734","216_392087",46.23117,-81.82419,11,7504.72727272727,424.022426508101,0.0565007109650779
"735","216_392100",46.57672,-79.92513,11,6243.63636363636,379.434387668612,0.060771378339469
"736","216_392832",46.52814,-79.51276,11,6995.36363636364,419.544341572443,0.0599746293947533
"737","216_392835",46.63655,-79.11409,11,6522.90909090909,389.502619900163,0.0597130228969477
"738","216_393562",46.4909,-79.49563,11,6765.45454545455,337.738764028165,0.0499210750377562
"739","216_393563",46.47161,-79.29605,11,6676.27272727273,284.754663143237,0.0426517421884231
"740","216_394293",46.44243,-79.2996,11,6688.63636363636,336.726082365852,0.0503430092561926
"741","216_395004",45.91644,-81.95106,11,7645.54545454545,424.107383485919,0.0554711741637449
"742","216_395022",46.34233,-79.31696,11,6713.81818181818,349.292661870191,0.0520259340379692
"743","216_395024",46.36323,-79.05373,11,6448.54545454545,359.277988091774,0.0557145779035372
"744","216_395733",45.83743,-82.00806,11,8229.36363636364,527.795656050194,0.0641356585238241
"745","216_395734",45.84774,-81.85221,11,7388.18181818182,423.337174881162,0.0572992361719304
"746","216_395740",45.96883,-81.00253,11,7753.63636363636,499.332809402161,0.064399822997113
"747","216_395755",46.35501,-78.81583,11,6671.09090909091,331.681007760606,0.0497191557243828
"748","216_395763",46.16352,-77.66776,11,6538.27272727273,292.950197442873,0.0448054416911834
"749","216_396512",45.62891,-74.88331,11,5366.45454545455,555.628538438472,0.103537360417801
"750","216_396513",45.60059,-74.74536,11,4993.63636363636,349.893490287337,0.0700678753533716
"751","216_397212",46.1312,-79.12398,11,6716.81818181818,396.260979199774,0.0589953410191177
"752","216_397213",46.16631,-78.97034,11,6833.90909090909,344.843864537403,0.05046070410801
"753","216_397219",46.08912,-78.08445,11,6946.72727272727,330.093650623301,0.0475178652714989
"754","216_397220",46.05546,-77.90925,11,6992,374.801013872695,0.053604263997811
"755","216_397228",45.85117,-76.809,11,6145.72727272727,415.632551879443,0.0676295145285546
"756","216_397242",45.54252,-74.80011,11,5742.72727272727,396.707219724847,0.0690799337814361
"757","216_397243",45.53042,-74.67071,11,5807.09090909091,339.021962281341,0.0583806879535168
"758","216_397244",45.50658,-74.51611,11,6213.81818181818,348.170308378477,0.0560316214911523
"759","216_397932",45.8465,-80.50567,11,7814.18181818182,516.330672763457,0.0660761017310952
"760","216_397933",45.85628,-80.36647,11,7444,449.99177770266,0.0604502656774127
"761","216_397936",45.92288,-79.92026,11,6286.45454545455,243.860354972416,0.0387913971554508
"762","216_397950",45.97548,-77.88359,11,6997.18181818182,418.83333634796,0.0598574322107285
"763","216_397951",45.94351,-77.7394,11,6914.18181818182,532.721469096529,0.0770476512051885
"764","216_397952",45.93782,-77.61408,11,6974.90909090909,321.909445200185,0.0461524933163291
"765","216_397958",45.80473,-76.78055,11,5777,518.227556195152,0.0897053065942795
"766","216_397971",45.48555,-74.88805,11,5865.81818181818,290.63751243837,0.0495476510573131
"767","216_397972",45.47392,-74.76334,11,5146.63636363636,483.481803737695,0.0939413180915097
"768","216_397973",45.43811,-74.59245,11,5531.63636363636,310.265780493845,0.0560893305520689
"769","216_397974",45.41304,-74.46524,11,5517.72727272727,481.53921769864,0.087271297383393
"770","216_398670",45.95468,-79.31087,11,6559.18181818182,264.05409225453,0.0402571691979297
"771","216_398671",45.96893,-79.08108,11,6396.63636363636,366.219953778402,0.0572519575851288
"772","216_398678",45.92265,-78.06259,11,6980.27272727273,459.616816687356,0.0658451087292879
"773","216_398684",45.79603,-77.24545,11,6590.90909090909,350.610739865582,0.0531961122554676
"774","216_398687",45.72438,-76.81299,11,5941.36363636364,426.90965618671,0.0718538171226961
"775","216_398697",45.50192,-75.3766,11,6145.63636363636,325.483416698078,0.0529617109505467
"776","216_398700",45.42757,-74.96446,11,5676.81818181818,300.059933407251,0.0528570624946714
"777","216_398702",45.37554,-74.67815,11,5832.63636363636,313.031714919518,0.0536689920995449
"778","216_398703",45.35284,-74.51528,11,5985.63636363636,288.94991701929,0.0482738842564349
"779","216_399391",45.70274,-80.45782,11,7349.63636363636,445.624118002442,0.0606321314354064
"780","216_399408",45.87068,-78.07995,11,6651,364.563574702685,0.0548133475721974
"781","216_399415",45.6795,-77.0054,11,6053.18181818182,230.865249954088,0.0381394871141394
"782","216_399421",45.50761,-76.15696,11,5883.18181818182,316.674538977108,0.0538270869002269
"783","216_399424",45.44724,-75.68704,11,5890.18181818182,378.352433104855,0.0642344234497068
"784","216_399426",45.42325,-75.45281,11,5889.45454545455,318.302800376108,0.0540462275274326
"785","216_399427",45.40219,-75.31243,11,6281.27272727273,309.067983106983,0.0492046749960461
"786","216_399428",45.37911,-75.16884,11,5658.27272727273,298.142278420586,0.0526913941393365
"787","216_399432",45.28939,-74.59228,11,5980.54545454545,397.674078520681,0.0664946168444272
"788","216_399433",45.25532,-74.46174,11,5355,229.698933388904,0.0428942919493751
"789","216_400125",45.72506,-79.83527,11,7113.90909090909,419.002733772813,0.0588990846549135
"790","216_400137",45.78395,-78.10372,11,6721.27272727273,342.038620892171,0.0508889662376428
"791","216_400141",45.68523,-77.51966,11,6736.72727272727,398.881208108151,0.0592099385888705
"792","216_400144",45.61043,-77.06765,11,6320.72727272727,341.299015793802,0.0539967951578044
"793","216_400145",45.59532,-76.97391,11,6127.72727272727,244.129511083396,0.0398401397806893
"794","216_400146",45.56925,-76.80209,11,6123.81818181818,270.808721492428,0.0442222014847646
"795","216_400148",45.50541,-76.53672,11,6066.09090909091,247.706461177521,0.0408346107715428
"796","216_400150",45.4611,-76.24104,11,5346.81818181818,428.590204783501,0.0801579912032392
"797","216_400151",45.45003,-76.0925,11,6330.45454545455,311.209371207348,0.0491606675275483
"798","216_400152",45.43629,-75.97592,11,6260.72727272727,379.738354899552,0.0606540324083039
"799","216_400155",45.36212,-75.52027,11,6116.45454545455,258.649323848474,0.0422874594957449
"800","216_400156",45.34072,-75.39487,11,4758.36363636364,273.408219601121,0.0574584543122603
"801","216_400157",45.31792,-75.25198,11,5850.18181818182,365.889824450426,0.0625433252883312
"802","216_400158",45.28372,-75.11283,11,5515,350.809920042179,0.0636101396268684
"803","216_400160",45.24875,-74.8337,11,8842.54545454545,328.883980648606,0.0371933604796507
"804","216_400162",45.19058,-74.54453,11,5237.81818181818,483.196195800799,0.0922514258853232
"805","216_400862",45.81696,-78.77127,11,6529.45454545455,334.610329678079,0.0512462913017775
"806","216_400871",45.60851,-77.46927,11,6544.54545454545,322.361090591394,0.0492564522364958
"807","216_400874",45.54293,-77.03575,11,6251.36363636364,337.03835767677,0.0539143740921177
"808","216_400875",45.49873,-76.90727,11,6155.72727272727,230.179969115078,0.0373928146776226
"809","216_400876",45.48005,-76.73824,11,6113.63636363636,339.85298960794,0.0555893365901463
"810","216_400879",45.4062,-76.31627,11,5764.18181818182,441.170447374213,0.0765365252675827
"811","216_400880",45.38445,-76.16481,11,5505.54545454545,261.021211259301,0.0474105996243839
"812","216_400881",45.36309,-76.03164,11,6055.45454545455,382.122065219051,0.0631037789732707
"813","216_400882",45.34167,-75.87728,11,6042.27272727273,333.358692974727,0.055171076848296
"814","216_400884",45.28758,-75.60288,11,5823,301.380490410378,0.051756910597695
"815","216_400885",45.26715,-75.4684,11,6157,329.483231743286,0.0535135994385717
"816","216_400886",45.24428,-75.33248,11,5591.36363636364,511.156389518369,0.0914189136607115
"817","216_400891",45.12784,-74.63078,11,6162.81818181818,318.133876907763,0.0516214932068474
"818","216_400892",45.12525,-74.5076,11,6143.09090909091,382.864063224914,0.0623243362162082
"819","216_401571",45.23372,-81.67438,11,9764.36363636364,728.14851132544,0.0745720395555251
"820","216_401580",45.46389,-80.35075,11,8210.63636363636,509.383995179918,0.0620395268551778
"821","216_401591",45.70499,-78.84926,11,8771.36363636364,453.406941439425,0.051691727790161
"822","216_401599",45.55,-77.65494,11,6508.18181818182,247.167885527962,0.0379780240369825
"823","216_401608",45.34789,-76.39857,11,6444.09090909091,374.302405695035,0.0580845942391957
"824","216_401609",45.32087,-76.23675,11,6690.90909090909,362.357131721029,0.0541566365343929
"825","216_401611",45.2678,-75.97186,11,4872.81818181818,287.0445324969,0.0589072938464934
"826","216_401613",45.21706,-75.67562,11,5558.27272727273,306.445130784971,0.0551331584147247
"827","216_401614",45.20013,-75.53843,11,5963.18181818182,469.837379990528,0.0787897123240461
"828","216_401615",45.18157,-75.4109,11,5621.18181818182,299.409357963915,0.0532644855918856
"829","216_401618",45.11012,-74.96714,11,5835.18181818182,244.196158111391,0.0418489373116878
"830","216_402301",45.19414,-81.59659,11,9591,725.626350127943,0.075657006581998
"831","216_402302",45.21723,-81.46698,11,9040.27272727273,492.558847430252,0.0544849544134104
"832","216_402303",45.21332,-81.3178,11,9356.72727272727,628.988090651817,0.0672230869104386
"833","216_402318",45.5911,-79.1651,11,6729.36363636364,336.09976873758,0.0499452529094116
"834","216_402321",45.65514,-78.75968,11,7100.81818181818,466.718291516803,0.0657273964163519
"835","216_402322",45.59292,-78.59609,11,6650.54545454545,305.024052702853,0.0458645166456802
"836","216_402323",45.58682,-78.47098,11,6615.54545454545,201.661282172044,0.0304829410602092
"837","216_402324",45.58298,-78.31406,11,6533.54545454545,272.551046094622,0.0417156424472421
"838","216_402328",45.4972,-77.75066,11,5796.18181818182,441.075235800383,0.076097550014182
"839","216_402333",45.34419,-77.02827,11,6389.45454545455,404.07483555311,0.0632408968055917
"840","216_402335",45.33291,-76.75924,11,6437.54545454545,336.447726589544,0.0522633554924235
"841","216_402338",45.2426,-76.29879,11,6453.36363636364,382.745156135848,0.0593094047853033
"842","216_402340",45.22391,-76.06928,11,6059.18181818182,334.697122240935,0.0552380061011881
"843","216_402341",45.1887,-75.88498,11,5956,264.940748092852,0.0444830000155896
"844","216_402342",45.17144,-75.76536,11,5179.45454545455,352.828389911119,0.0681207619093325
"845","216_402343",45.13013,-75.59906,11,6185.54545454545,458.794368674325,0.0741720147472491
"846","216_402344",45.12842,-75.48394,11,5513.72727272727,496.100411390495,0.0899755078283201
"847","216_402347",45.04524,-75.05773,11,5336.54545454545,277.261019126874,0.0519551499164528
"848","216_403031",45.13478,-81.52243,11,9780.09090909091,733.756424782155,0.0750255219100372
"849","216_403040",45.35008,-80.22967,11,10265.0909090909,615.191426231779,0.0599304411115305
"850","216_403041",45.32075,-80.14133,11,6022,494.798746966886,0.0821651854810504
"851","216_403048",45.54578,-79.12853,11,6838,330.993353407587,0.0484049946486673
"852","216_403050",45.60298,-78.80641,11,6481.18181818182,340.554494371112,0.0525451227761804
"853","216_403051",45.56825,-78.68341,11,6998.81818181818,361.505689632077,0.0516523904808974
"854","216_403052",45.57227,-78.55766,11,6627.45454545455,298.755874799597,0.0450785249073492
"855","216_403053",45.54123,-78.4027,11,6152.63636363636,440.594660141784,0.0716107102876761
"856","216_403058",45.40251,-77.67963,11,6529.45454545455,222.241023952088,0.0340366905696282
"857","216_403060",45.34326,-77.39753,11,6528.27272727273,370.484302207014,0.0567507390828307
"858","216_403062",45.31015,-77.04695,11,6597,401.889785886628,0.0609200827477078
"859","216_403064",45.25861,-76.8281,11,6803.90909090909,423.804543285098,0.0622883900449753
"860","216_403066",45.20788,-76.5352,11,6427.90909090909,401.235455697887,0.0624208354572639
"861","216_403067",45.19085,-76.39331,11,6139.09090909091,348.602195789256,0.0567840093837082
"862","216_403068",45.16743,-76.2489,11,8900.90909090909,474.744448002387,0.0533366247372715
"863","216_403069",45.1467,-76.13033,11,5181.63636363636,273.341278524585,0.052751922238858
"864","216_403072",45.0711,-75.69294,11,5975.54545454545,276.580680321805,0.0462854282384242
"865","216_403073",45.04811,-75.54487,11,6139.27272727273,437.275220178114,0.0712258991583139
"866","216_403074",45.02205,-75.40507,11,5141.45454545455,273.670006992496,0.0532281292332812
"867","216_403076",44.96901,-75.11849,11,8573.63636363636,445.81840983236,0.0519987541952705
"868","216_403761",45.06138,-81.44957,11,9345.90909090909,469.043378494027,0.0501870255671835
"869","216_403762",45.08139,-81.31552,11,8925.54545454545,477.793336838505,0.0535309958670573
"870","216_403779",45.49106,-78.92801,11,6631.45454545455,254.559762584884,0.0383867160424661
"871","216_403780",45.50038,-78.73346,11,6106.45454545455,297.238074154831,0.0486760479329345
"872","216_403788",45.32073,-77.59301,11,7024.36363636364,460.962747459547,0.0656234174827228
"873","216_403789",45.29192,-77.45877,11,6784.54545454545,336.165841107143,0.0495487639311077
"874","216_403792",45.20825,-77.0184,11,5811.72727272727,457.190789694869,0.0786669381132751
"875","216_403793",45.21221,-76.91772,11,7013.81818181818,383.553860150519,0.0546854580782832
"876","216_403794",45.15119,-76.69992,11,6488.63636363636,440.334253204829,0.067862371772373
"877","216_403795",45.15098,-76.63377,11,6549.27272727273,427.118271889436,0.0652161376805724
"878","216_403798",45.07937,-76.19346,11,6372.81818181818,343.44455685942,0.0538921003331425
"879","216_403800",45.02583,-75.90904,11,6173.45454545455,344.511353553512,0.0558052790405936
"880","216_403801",45.0102,-75.7759,11,6347.27272727273,370.689921877866,0.0584014485914713
"881","216_403802",44.97646,-75.61445,11,5157.36363636364,344.115757479158,0.0667231907117931
"882","216_404492",44.99158,-81.2319,11,11999.0909090909,654.834246896946,0.0545736549425442
"883","216_404501",45.20527,-79.95536,11,7629.27272727273,353.68717559705,0.0463592256091078
"884","216_404507",45.363,-79.11407,11,6424.27272727273,267.638222572596,0.041660470209554
"885","216_404508",45.39147,-78.95811,11,6731,274.396428548186,0.0407660716904155
"886","216_404510",45.42122,-78.69329,11,6381.27272727273,398.206250807064,0.0624023243992037
"887","216_404518",45.23694,-77.56689,11,7125.36363636364,374.398790790588,0.0525445170096132
"888","216_404525",45.05686,-76.55302,11,6498,375.739803587536,0.0578239156028833
"889","216_404527",45.0165,-76.26777,11,6250.45454545455,343.530599404584,0.0549608987484608
"890","216_404530",44.93828,-75.84079,11,6341.27272727273,474.436948584128,0.0748173070279182
"891","216_404532",44.90373,-75.56553,11,5992.09090909091,337.672757131947,0.0563530764561076
"892","216_405222",44.93303,-81.16086,11,8693.63636363636,552.607143045993,0.0635645568702909
"893","216_405238",45.31922,-78.89199,11,6602.45454545455,371.152627267103,0.0562143403959702
"894","216_405242",45.28936,-78.3,11,6545.54545454545,336.384709413601,0.0513913946132638
"895","216_405251",45.06415,-77.00497,11,6901.18181818182,483.381799032983,0.0700433363108139
"896","216_405256",44.9483,-76.34427,11,5410.18181818182,410.635073558462,0.0759004202369788
"897","216_405258",44.90017,-76.07911,11,6240.18181818182,359.33850842397,0.0575846215533299
"898","216_405260",44.85772,-75.78396,11,6079.18181818182,419.584513103574,0.0690198986726581
"899","216_405952",44.88432,-81.09619,11,8715.36363636364,529.372887996216,0.0607401951408524
"900","216_405960",45.06329,-79.96372,11,8439.36363636364,402.987660537459,0.0477509534961927
"901","216_405964",45.17305,-79.38066,11,6957,221.350852720291,0.0318169976599527
"902","216_405965",45.18418,-79.26337,11,6983.27272727273,259.174493694534,0.0371136147500505
"903","216_405967",45.24161,-78.96896,11,6761.18181818182,258.219990776012,0.0381915466437569
"904","216_405968",45.27131,-78.82657,11,6770.09090909091,285.0198079241,0.0420998494335392
"905","216_405984",44.89352,-76.55203,11,9109.45454545455,508.805142198143,0.0558546222124823
"906","216_405985",44.86358,-76.41031,11,6274.45454545455,341.370286825425,0.0544063686097983
"907","216_405988",44.80883,-75.99384,11,6162.63636363636,307.426502672516,0.0498855497115709
"908","216_405989",44.78882,-75.84444,11,6681.09090909091,278.924883990459,0.0417484042330464
"909","216_405990",44.76911,-75.72592,11,6314.81818181818,333.22509454776,0.0527687551649851
"910","216_405991",44.73943,-75.57314,11,6025.09090909091,277.280166815246,0.0460209100574523
"911","216_406680",44.76558,-81.26442,11,8400.90909090909,440.2139149426,0.0524007473689926
"912","216_406682",44.79628,-81.02005,11,7969.72727272727,405.586018227722,0.0508908277972891
"913","216_406695",45.12412,-79.16993,11,6887.09090909091,300.952306701728,0.0436980302241216
"914","216_406696",45.15182,-79.04195,11,6774,293.116700308938,0.0432708444506847
"915","216_406703",45.07202,-78.02406,11,6567.18181818182,225.977352042995,0.0344100952736464
"916","216_406704",45.06182,-77.89913,11,6390.90909090909,299.907137142634,0.0469271480593027
"917","216_406705",45.0311,-77.75554,11,6614.54545454545,327.841536000661,0.049563728642211
"918","216_406713",44.84924,-76.63496,11,6302.81818181818,349.22079496554,0.0554070869397663
"919","216_406714",44.80937,-76.48826,11,6447,423.712874479877,0.0657224871226736
"920","216_406719",44.70439,-75.79964,11,6393.81818181818,305.862981801269,0.0478372973868788
"921","216_406720",44.6799,-75.62682,11,6424.18181818182,334.471469091705,0.052064446268485
"922","216_407410",44.70047,-81.22386,11,8740.81818181818,409.689594249553,0.0468708518730833
"923","216_407422",44.97719,-79.52317,11,7161.18181818182,303.858459872954,0.0424313287370355
"924","216_407427",45.1135,-78.8084,11,6524,187.803620838364,0.0287865758489215
"925","216_407431",45.02357,-78.23735,11,6637.72727272727,243.213935007471,0.0366411461354814
"926","216_407433",44.99358,-77.98054,11,6236,304.871448318796,0.0488889429632449
"927","216_407436",44.91979,-77.52684,11,6744,304.830772724802,0.0452002925155401
"928","216_407438",44.87173,-77.23513,11,6514.18181818182,349.452662940725,0.053644904716255
"929","216_407443",44.74608,-76.56427,11,6017.81818181818,372.93506624661,0.0619718068873151
"930","216_407444",44.72075,-76.42309,11,6247.18181818182,261.946871781977,0.0419304062864965
"931","216_407445",44.69406,-76.29417,11,6402.18181818182,307.056938753,0.0479612962382569
"932","216_407446",44.66961,-76.13129,11,6419,337.699274503218,0.0526093276995199
"933","216_407448",44.63163,-75.85658,11,6334.90909090909,320.11855758311,0.0505324627377046
"934","216_407449",44.60136,-75.71807,11,5967.63636363636,330.20547322153,0.0553327068039247
"935","216_408139",44.62584,-81.25465,11,6801.36363636364,329.86763185474,0.0485002198810686
"936","216_408140",44.63835,-81.16152,11,7555.27272727273,466.945626579603,0.0618039405637921
"937","216_408143",44.67098,-80.74075,11,7276.72727272727,329.131916078976,0.0452307615420111
"938","216_408148",44.81754,-80.01123,11,10838.8181818182,485.173539711683,0.0447625868035639
"939","216_408149",44.85589,-79.87371,11,7205.18181818182,402.388821460492,0.0558471432941622
"940","216_408150",44.87405,-79.7598,11,7338.90909090909,343.590004087853,0.0468175855337229
"941","216_408151",44.88601,-79.58975,11,7707.36363636364,383.897974135648,0.0498092463581714
"942","216_408153",44.95522,-79.31517,11,6747.81818181818,254.14594947857,0.0376634258112288
"943","216_408154",44.95894,-79.20071,11,6885.72727272727,352.809039257526,0.0512377306395678
"944","216_408157",45.03739,-78.74064,11,6601,347.956319097671,0.0527126676409136
"945","216_408161",44.9477,-78.18162,11,6512.54545454545,334.723277838983,0.0513966896930234
"946","216_408162",44.92678,-78.05241,11,6764.36363636364,320.749831715396,0.0474175915072217
"947","216_408163",44.89806,-77.89964,11,6755.90909090909,344.347050094946,0.0509697578018489
"948","216_408168",44.77886,-77.18148,11,6573.54545454545,329.40502838796,0.0501107097632046
"949","216_408169",44.74602,-77.05455,11,6258.09090909091,327.69511883623,0.0523634321706958
"950","216_408171",44.71474,-76.7813,11,6299.63636363636,285.279958190993,0.0452851469074827
"951","216_408172",44.68266,-76.63415,11,6211.09090909091,327.175627009548,0.0526760325679141
"952","216_408175",44.61233,-76.21259,11,6661.27272727273,380.220486273186,0.0570792552474964
"953","216_408177",44.57052,-75.94371,11,6736.45454545455,345.364840027575,0.0512680428105333
"954","216_408178",44.53804,-75.789,11,6383,320.117478435652,0.0501515711163484
"955","216_408872",44.63135,-80.77569,11,7592.90909090909,369.011776111672,0.0485995251218648
"956","216_408873",44.63829,-80.65713,11,7453,351.233255828659,0.0471264263824847
"957","216_408877",44.7522,-80.08802,11,10374.6363636364,395.180028019452,0.0380909763164884
"958","216_408880",44.79369,-79.68001,11,7064.54545454545,345.129646259594,0.0488537653951298
"959","216_408887",44.95492,-78.67885,11,6587.27272727273,319.068359731607,0.0484370957362362
"960","216_408888",44.93993,-78.52398,11,6661.63636363636,251.120398505288,0.0376965035011622
"961","216_408890",44.87717,-78.24884,11,6574.09090909091,279.96158827434,0.0425855973313661
"962","216_408891",44.85149,-78.08885,11,6797,370.737373352081,0.054544265610134
"963","216_408896",44.70655,-77.40528,11,8947.27272727273,536.909320259779,0.0600081540627674
"964","216_408898",44.68759,-77.12532,11,6265.36363636364,302.031214521702,0.0482064939964121
"965","216_408899",44.6668,-76.9812,11,8836.54545454545,500.423693211335,0.0566311457102188
"966","216_408901",44.62048,-76.69497,11,6177.72727272727,297.291470079143,0.048123113396668
"967","216_408902",44.58589,-76.5583,11,6285.72727272727,411.768889283562,0.0655085515832287
"968","216_408905",44.51739,-76.14896,11,6671.45454545455,390.522819726675,0.0585363831928899
"969","216_408906",44.48802,-76.01036,11,6585.63636363636,292.764845132496,0.0444550577904732
"970","216_409597",44.43241,-81.40484,11,5693.45454545455,353.591109513903,0.0621048445528027
"971","216_409599",44.49365,-81.14073,11,7545.09090909091,420.263596935413,0.0557002694863552
"972","216_409600",44.50302,-80.98683,11,7345.27272727273,376.09761788905,0.0512026757689492
"973","216_409602",44.5431,-80.70635,11,7159.54545454545,310.09816627525,0.0433125494130881
"974","216_409608",44.69844,-79.86929,11,9863.36363636364,491.622471562737,0.0498432877147766
"975","216_409609",44.71402,-79.74183,11,9979.36363636364,432.082694105486,0.0432976199535436
"976","216_409610",44.74569,-79.59777,11,7138,399.433598987366,0.0559587558121835
"977","216_409614",44.85236,-79.0365,11,6629.54545454545,329.189417702442,0.0496549001676635
"978","216_409616",44.88149,-78.75452,11,6231.18181818182,302.925013223345,0.0486143755811212
"979","216_409617",44.86909,-78.60115,11,6879.45454545455,343.486932396667,0.0499293846811764
"980","216_409621",44.76889,-78.05721,11,6620.36363636364,345.38421293605,0.0521699761383136
"981","216_409622",44.7256,-77.88687,11,6576.09090909091,324.202546117533,0.0493001922569758
"982","216_409628",44.59211,-77.05143,11,7039.18181818182,344.802789484603,0.0489833617586062
"983","216_409629",44.58054,-76.92408,11,6260.36363636364,283.13398691336,0.0452264442386001
"984","216_409630",44.55305,-76.77728,11,6423.81818181818,323.504194155754,0.0503601106070206
"985","216_409634",44.45534,-76.2205,11,6769.27272727273,249.580885048952,0.0368696749420976
"986","216_409635",44.43438,-76.08833,11,6306.81818181818,334.330919354408,0.0530110286543926
"987","216_409636",44.42231,-75.95429,11,6362.90909090909,393.638274192298,0.0618645133174546
"988","216_410326",44.34763,-81.47321,11,6217.18181818182,542.626541588562,0.0872785383244993
